#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;AL;10;0;12;5;33;1;0;1;7
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;AM;5;2;3;8;11;0;0;3;0
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;AP;0;0;1;0;1;0;0;0;1
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;BA;112;25;142;31;177;18;4;6;64
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;CE;10;5;8;14;12;0;0;4;2
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;DF;1;0;3;2;5;0;0;0;0
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;ES;10;4;30;2;16;1;0;0;11
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;GO;11;4;11;7;22;1;0;2;3
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;MA;720;173;959;365;3154;94;18;85;348
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;MG;71;31;85;30;126;12;4;2;37
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;MS;7;6;12;4;30;0;0;0;6
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;MT;111;68;143;120;359;5;5;20;34
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;PA;310;64;285;112;524;28;1;23;109
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;PB;5;3;17;9;18;1;0;0;6
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;PE;4;2;4;4;9;0;0;1;2
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;PI;5;2;5;2;9;0;0;1;3
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;PR;27;11;39;15;52;2;2;4;11
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;RJ;38;23;75;26;100;4;2;1;27
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;RN;3;2;11;3;11;0;0;1;3
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;RO;33;4;10;23;79;1;0;6;1
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;RR;1;0;0;0;1;0;0;0;0
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;RS;0;12;35;21;46;0;1;3;7
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;SC;11;3;12;4;27;1;0;1;2
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;SE;7;3;2;3;2;0;1;0;1
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;SP;197;109;256;148;523;13;16;23;81
202409;57723801;SUZUKI MOTOS ADM. CONS. LTDA                                ;4;TO;2;1;6;0;6;0;0;0;2
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;AC;4;1;46;7;82;0;0;0;10
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;AC;1;0;14;0;8;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;AC;9;1;57;8;32;0;0;1;5
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;AC;2;1;14;3;10;1;0;1;1
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;AC;0;0;2;0;0;0;0;0;1
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;AL;80;35;318;124;1584;3;4;5;29
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;AL;2;0;9;2;17;0;0;0;1
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;AL;354;42;425;367;1055;38;3;42;98
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;AL;23;5;23;26;76;1;1;6;4
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;AL;5;1;0;0;3;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;AM;38;8;191;196;927;11;0;12;60
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;AM;0;0;10;0;6;0;0;0;4
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;AM;28;9;58;29;118;1;1;5;16
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;AM;9;1;28;4;22;3;0;1;4
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;AM;1;0;0;1;6;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;AP;9;6;23;56;499;0;0;3;4
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;AP;0;0;0;0;4;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;AP;9;5;18;39;39;1;0;3;6
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;AP;2;0;3;1;4;1;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;AP;0;0;1;0;1;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;BA;440;73;1684;404;3787;35;7;22;448
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;BA;118;18;133;31;129;8;0;2;21
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;BA;1500;125;2001;696;3057;102;12;84;524
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;BA;171;14;222;105;389;22;3;21;73
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;BA;26;3;23;11;36;3;0;0;6
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;CE;973;287;2614;1240;12815;45;12;62;441
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;CE;46;3;91;7;138;7;0;0;14
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;CE;5825;705;5261;2852;10138;361;60;363;1196
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;CE;1780;231;851;956;1912;180;8;216;215
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;CE;10;1;11;4;16;1;0;0;4
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;DF;233;68;709;329;1488;18;5;27;164
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;DF;19;4;35;7;33;2;2;0;5
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;DF;409;46;587;240;949;23;1;28;109
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;DF;16;1;16;23;49;2;0;3;1
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;DF;6;0;2;2;5;1;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;ES;922;333;3010;1140;10295;43;19;75;457
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;ES;75;11;264;18;231;18;2;1;52
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;ES;1816;312;3318;1289;5315;145;27;149;759
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;ES;248;58;592;272;1041;34;6;39;91
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;ES;36;6;67;18;64;2;1;5;24
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;GO;583;135;1755;526;5349;27;2;34;325
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;GO;293;89;409;110;224;26;5;10;48
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;GO;1436;119;1949;791;3618;95;11;96;444
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;GO;153;10;118;79;237;14;1;14;14
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;GO;52;8;48;19;69;11;3;3;27
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;MA;36;17;170;104;946;1;1;5;47
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;MA;20;21;58;9;44;0;1;0;9
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;MA;105;16;208;89;305;7;3;14;70
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;MA;6;2;13;14;52;1;0;0;5
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;MA;1;0;2;0;5;0;0;0;1
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;MG;2139;573;6717;2952;19554;112;25;177;1430
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;MG;133;39;353;79;310;14;2;4;74
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;MG;3321;379;5581;1910;9202;307;35;227;1377
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;MG;487;89;820;509;1459;58;5;87;86
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;MG;57;8;110;31;105;20;0;9;29
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;MS;160;61;693;181;1714;10;6;11;99
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;MS;94;52;290;87;158;10;6;8;6
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;MS;498;85;776;315;1305;43;12;40;189
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;MS;68;6;53;32;93;4;0;7;10
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;MS;20;2;29;5;19;8;1;1;13
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;MT;473;113;1379;405;3039;17;3;28;362
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;MT;505;188;638;157;203;26;19;17;33
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;MT;602;110;1172;500;1736;53;5;60;300
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;MT;53;9;92;49;155;8;1;6;10
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;MT;6;5;31;4;32;2;1;0;4
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;PA;56;27;561;346;2777;6;4;15;165
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;PA;28;7;146;25;125;2;0;1;5
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;PA;193;26;478;246;1025;19;2;27;94
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;PA;27;6;46;34;178;1;1;4;1
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;PA;7;0;24;9;26;1;0;2;7
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;PB;825;167;1892;399;3316;57;14;23;344
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;PB;20;0;58;6;58;1;0;0;13
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;PB;2385;155;1996;652;2770;185;13;83;524
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;PB;235;32;162;180;443;11;4;24;19
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;PB;12;1;26;4;21;2;0;0;8
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;PE;623;129;1968;474;4306;35;5;25;373
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;PE;20;0;56;3;39;3;0;0;15
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;PE;2190;184;2511;910;4134;144;10;118;599
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;PE;133;15;139;108;370;8;2;25;14
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;PE;18;1;10;7;18;5;0;2;2
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;PI;43;14;154;99;673;2;0;5;36
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;PI;7;1;30;4;11;1;0;0;6
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;PI;137;14;170;98;330;5;0;13;35
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;PI;19;1;6;10;25;3;0;1;4
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;PI;2;0;3;0;10;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;PR;3716;536;6786;991;10000;187;31;62;1461
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;PR;279;100;944;85;388;37;11;6;119
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;PR;3169;273;5675;832;4831;384;42;111;1055
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;PR;469;109;1601;210;1131;115;8;31;207
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;PR;415;86;636;100;315;96;17;15;143
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;RJ;621;131;1786;576;5797;34;13;32;432
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;RJ;19;1;73;7;71;2;0;0;12
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;RJ;582;113;1347;635;2062;40;6;65;293
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;RJ;114;19;214;151;394;11;4;21;42
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;RJ;10;0;19;12;27;1;0;2;5
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;RN;322;72;916;356;3274;22;5;22;237
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;RN;10;3;25;3;23;2;0;0;8
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;RN;1079;78;960;432;1824;73;5;67;270
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;RN;208;7;81;162;248;9;0;27;13
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;RN;36;1;14;8;34;2;0;0;8
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;RO;30;7;541;40;525;5;2;4;65
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;RO;67;8;230;8;139;5;1;1;10
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;RO;325;32;1397;52;533;80;8;6;100
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;RO;187;11;516;14;328;49;1;1;45
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;RO;66;5;105;13;71;10;1;1;7
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;RR;1;3;30;7;86;0;0;0;12
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;RR;0;0;2;0;0;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;RR;9;0;21;6;57;0;0;0;13
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;RR;1;0;0;0;3;0;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;RS;1503;341;3564;1755;7956;91;16;89;984
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;RS;484;205;879;175;276;51;19;11;113
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;RS;1165;115;3183;378;1929;176;18;46;720
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;RS;164;29;662;55;322;24;7;8;116
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;RS;76;26;205;26;82;15;3;6;64
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;SC;2265;599;5293;1512;9958;118;34;107;1275
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;SC;109;70;546;63;191;18;5;6;112
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;SC;1278;161;3326;462;2524;174;19;66;692
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;SC;165;38;609;146;461;17;4;15;70
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;SC;157;20;283;33;107;35;6;8;72
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;SE;285;54;841;218;1804;19;5;10;111
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;SE;7;0;10;1;16;1;0;0;0
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;SE;1157;96;721;532;1654;58;1;48;156
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;SE;153;11;66;121;231;10;0;15;15
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;SE;4;0;5;3;6;0;0;1;2
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;SP;10860;2698;24881;13475;77618;529;133;648;4811
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;SP;199;51;465;67;586;26;5;5;98
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;SP;10033;1353;12841;6581;25791;680;125;790;3014
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;SP;1354;319;1373;1657;3600;115;24;231;151
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;SP;130;13;191;53;208;20;2;12;71
202409;58113812;EMBRACON ADM CONS LTDA                                      ;1;TO;24;9;156;66;473;4;0;3;52
202409;58113812;EMBRACON ADM CONS LTDA                                      ;2;TO;16;4;23;3;10;1;1;0;1
202409;58113812;EMBRACON ADM CONS LTDA                                      ;3;TO;61;6;134;46;162;5;1;3;32
202409;58113812;EMBRACON ADM CONS LTDA                                      ;4;TO;5;1;3;1;15;3;0;0;2
202409;58113812;EMBRACON ADM CONS LTDA                                      ;6;TO;4;0;4;2;4;2;0;1;3
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;AC;0;0;2;0;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;AC;0;1;0;0;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;AL;0;0;0;0;5;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;AL;3;3;6;4;5;0;0;0;1
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;AL;0;3;0;0;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;AM;0;0;0;0;5;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;AM;1;0;0;1;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;AM;4;2;4;2;10;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;AP;0;0;0;0;3;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;AP;1;0;0;0;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;AP;1;0;0;3;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;BA;57;24;54;16;442;0;0;1;1
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;BA;7;4;6;3;16;0;2;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;BA;738;125;250;246;642;23;4;15;46
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;BA;1;2;0;1;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;CE;0;3;4;1;29;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;CE;0;1;1;0;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;CE;25;9;30;17;43;2;0;3;18
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;CE;2;2;0;0;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;DF;5;1;14;2;34;1;0;0;4
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;DF;2;0;1;0;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;DF;44;7;34;12;93;4;0;2;13
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;DF;0;0;0;0;1;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;ES;1;1;5;0;18;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;ES;0;2;0;1;6;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;ES;16;6;7;2;10;1;0;0;2
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;GO;14;18;22;31;676;0;1;0;1
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;GO;3;2;0;1;9;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;GO;136;24;66;52;207;2;1;6;11
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;GO;2;1;0;5;6;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;MA;0;0;0;0;71;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;MA;0;0;0;1;3;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;MA;4;3;3;2;12;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;MG;174;85;370;39;909;10;2;2;19
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;MG;38;22;18;7;69;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;MG;779;123;609;136;586;37;8;8;84
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;MG;28;21;1;8;3;0;0;2;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;MS;3;2;3;1;42;0;0;0;1
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;MS;0;0;0;1;1;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;MS;18;14;25;9;33;0;0;0;4
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;MT;2;2;5;4;80;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;MT;0;0;1;1;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;MT;22;8;15;17;36;1;1;1;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;MT;0;1;0;0;1;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;PA;0;0;2;0;21;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;PA;0;0;0;0;4;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;PA;30;10;38;16;57;2;0;2;6
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;PB;7;8;1;7;56;0;0;1;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;PB;1;0;0;0;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;PB;42;22;42;39;49;0;3;0;7
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;PB;1;0;0;0;4;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;PE;32;42;188;38;416;7;2;0;2
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;PE;2;0;2;1;8;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;PE;184;39;138;97;262;7;0;5;19
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;PE;15;3;0;6;16;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;PI;0;0;0;0;27;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;PI;1;0;0;0;1;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;PI;17;3;8;13;41;0;0;1;2
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;PI;0;0;0;1;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;PR;14;22;25;6;317;0;1;1;1
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;PR;1;1;3;0;6;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;PR;79;30;99;26;152;6;0;1;10
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;RJ;13;9;24;20;287;0;0;2;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;RJ;3;2;1;1;4;0;1;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;RJ;179;78;341;167;453;10;3;6;36
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;RJ;0;2;0;2;3;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;RN;1;0;1;3;9;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;RN;1;0;0;0;0;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;RN;9;2;5;5;13;1;0;0;3
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;RO;0;2;0;0;6;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;RO;3;1;1;0;5;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;RR;0;0;0;0;1;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;RR;2;0;1;0;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;RS;96;97;102;60;1037;1;2;1;11
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;RS;0;0;2;1;10;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;RS;118;53;97;64;158;5;1;0;30
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;RS;3;4;0;1;1;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;SC;51;43;38;19;293;1;1;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;SC;0;0;3;1;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;SC;48;23;22;24;98;1;0;1;3
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;SE;1;0;0;0;6;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;SE;0;0;0;0;1;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;SE;4;3;0;1;2;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;SP;495;435;464;420;5012;8;6;7;10
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;SP;17;4;14;11;63;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;SP;1406;476;1348;572;2846;42;8;27;118
202409;58919903;CONVEF ADM CONS LTDA.                                       ;4;SP;131;166;0;173;290;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;1;TO;3;2;1;0;63;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;2;TO;0;3;0;0;13;0;0;0;0
202409;58919903;CONVEF ADM CONS LTDA.                                       ;3;TO;7;3;3;7;31;0;1;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;3;AC;8;25;12;33;4;1;1;1;0
202409;59129403;CNF CONS NAC LTDA                                           ;2;AL;1;1;0;4;1;0;0;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;3;AL;70;31;23;66;57;2;4;2;0
202409;59129403;CNF CONS NAC LTDA                                           ;3;AM;7;3;4;11;7;1;0;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;2;AP;0;0;2;0;0;0;0;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;3;AP;3;0;6;11;21;0;0;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;2;BA;6;6;2;4;1;0;1;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;3;BA;454;158;187;362;364;10;7;13;8
202409;59129403;CNF CONS NAC LTDA                                           ;2;CE;0;0;0;1;1;0;0;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;3;CE;128;18;31;18;31;4;2;0;6
202409;59129403;CNF CONS NAC LTDA                                           ;2;DF;1;0;0;0;0;0;0;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;3;DF;43;18;18;19;25;2;0;0;0
202409;59129403;CNF CONS NAC LTDA                                           ;2;ES;0;0;0;1;0;0;0;0;0
