#Data_base;CNPJ_da_Administradora;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_consorciados_ativos_contemplados_por_lance;Quantidade_de_consorciados_ativos_contemplados_por_sorteio;Quantidade_de_consorciados_ativos_não_contemplados;Quantidade_de_consorciados_excluídos_contemplados;Quantidade_de_consorciados_excluídos_não_contemplados;Quantidade_de_consorciados_ativos_contemplados_por_lance_no_trimestre;Quantidade_de_consorciados_ativos_contemplados_por_sorteio_no_trimestre;Quantidade_de_consorciados_excluídos_contemplados_no_trimestre;Quantidade_de_adesões_no_trimestre
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AC;16;11;39;9;216;1;4;0;0
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AC;0;0;1;0;0;0;0;0;0
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AC;125;37;201;33;285;8;3;11;22
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AC;68;4;29;1;83;10;1;1;9
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AL;94;46;228;43;685;8;2;0;57
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AL;3;0;13;0;14;0;0;0;2
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AL;479;96;749;100;954;49;18;35;146
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AL;50;3;219;6;305;10;0;0;48
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AM;166;85;730;118;2731;9;7;6;169
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AM;9;3;63;2;51;1;1;0;4
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AM;1154;277;1779;291;2702;258;35;117;374
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AM;75;10;316;17;749;9;0;0;22
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;AP;16;10;123;7;384;2;2;0;19
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;AP;3;0;7;1;12;0;0;0;1
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;AP;183;52;346;46;591;8;6;13;28
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;AP;20;2;86;2;209;3;0;0;1
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;BA;1285;347;1901;300;7723;63;18;15;452
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;BA;288;13;212;6;192;42;3;2;87
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;BA;18569;1085;7075;1338;13816;1196;114;519;2025
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;BA;944;28;681;40;1499;163;3;5;215
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;CE;594;137;832;109;2610;51;8;4;230
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;CE;25;6;79;4;61;6;0;0;17
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;CE;9977;515;3930;513;5429;872;57;204;1318
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;CE;2130;28;988;18;1327;695;2;3;855
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;DF;496;184;792;106;2431;33;8;5;178
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;DF;49;3;48;3;61;3;0;0;7
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;DF;4309;416;2734;413;4684;377;44;134;523
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;DF;412;11;291;11;397;155;1;0;167
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;ES;635;150;990;156;4337;38;10;10;235
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;ES;91;8;78;4;65;10;2;0;15
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;ES;8163;410;2822;483;4836;599;39;173;892
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;ES;228;23;575;19;810;39;2;1;108
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;GO;1891;568;2600;362;9133;51;34;16;639
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;GO;210;15;174;13;222;29;3;0;49
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;GO;22250;1432;10697;1465;17879;989;156;483;1985
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;GO;2013;45;1503;44;2344;255;4;5;362
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MA;173;55;416;52;1320;11;6;3;89
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MA;5;2;45;2;28;0;0;1;7
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MA;2035;238;1461;206;2260;111;22;75;279
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MA;99;11;183;10;419;7;0;0;32
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MG;3824;1389;7168;1510;31926;217;77;57;2238
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MG;214;33;354;28;441;25;0;2;68
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MG;31009;3640;28887;3303;38357;3017;441;1045;6242
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MG;1805;221;7665;220;9692;330;33;33;1286
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MS;421;101;633;67;1539;12;4;6;193
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MS;12;4;33;2;39;1;0;0;3
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MS;2716;256;1743;168;2116;217;26;68;336
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MS;69;4;202;6;268;12;0;1;21
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MT;398;113;740;70;1859;22;4;5;237
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MT;26;5;60;3;61;4;0;0;7
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MT;4153;353;2327;282;2545;488;36;112;326
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MT;96;9;262;13;414;13;2;1;25
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PA;198;108;758;93;2811;4;7;4;180
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PA;12;4;52;1;66;1;1;0;7
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PA;2999;440;3765;346;3516;1123;110;127;1331
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PA;206;30;558;22;994;28;1;1;71
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PB;127;58;296;71;1099;6;3;3;121
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PB;5;1;21;2;21;2;0;1;7
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PB;585;111;898;114;1211;53;14;41;202
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PB;85;10;326;14;497;17;0;3;54
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PE;499;211;1038;221;5052;12;11;10;200
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PE;36;6;106;5;91;3;2;0;21
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PE;2951;602;3629;604;5722;233;65;204;549
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PE;267;26;551;38;1078;48;1;3;100
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PI;60;11;119;13;460;3;0;0;22
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PI;6;1;10;1;5;0;0;0;1
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PI;503;77;581;70;774;50;5;23;127
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PI;36;2;73;3;116;6;1;0;12
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PR;5160;1538;7493;1043;25974;299;77;56;2217
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PR;398;21;380;18;449;46;1;2;95
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PR;21438;2811;20297;2270;27690;1923;274;681;3048
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PR;694;107;4406;96;4800;107;20;14;764
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RJ;2916;1732;9550;3435;68649;124;107;155;2892
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RJ;99;17;355;35;518;5;0;4;55
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RJ;10081;3854;27644;4762;51373;910;422;1384;4043
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RJ;1416;345;10724;398;16149;222;53;59;1634
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RN;124;47;289;58;1055;8;3;1;45
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RN;7;1;23;2;22;0;0;0;6
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RN;1065;157;1130;188;1699;77;22;69;189
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RN;93;8;167;11;376;10;1;1;25
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RO;106;33;170;46;814;0;5;4;27
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RO;8;1;8;1;8;1;1;0;1
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RO;277;63;545;81;868;22;4;25;66
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RO;50;7;191;8;420;8;1;1;11
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RR;22;16;122;22;490;4;3;0;12
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RR;3;0;8;1;12;0;0;0;0
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RR;238;20;250;39;508;7;3;3;19
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RR;15;1;43;3;144;1;0;0;1
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RS;1648;615;2417;709;13707;52;28;24;587
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RS;42;5;155;15;135;5;1;3;46
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RS;3674;1008;7012;979;11537;665;117;282;1166
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RS;240;65;2532;61;3283;42;13;8;429
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SC;1447;555;2262;370;8922;79;24;16;655
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SC;33;9;142;4;81;4;2;0;26
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SC;3967;800;5767;635;6646;935;85;232;1921
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SC;201;37;941;21;1191;33;7;4;137
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SE;78;14;112;22;467;5;0;1;40
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SE;12;2;8;0;12;0;0;0;1
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SE;690;68;447;65;698;77;9;25;168
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SE;162;3;95;9;360;12;0;0;34
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SP;17874;7142;33153;8668;181846;871;376;351;8757
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SP;376;65;1274;80;1566;51;7;9;230
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SP;38791;11492;77548;10787;119558;3957;1306;3493;10967
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SP;3496;450;14799;479;20131;595;68;53;1885
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;TO;80;23;148;12;297;1;1;0;43
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;TO;10;0;14;0;21;1;0;0;4
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;TO;1010;93;562;72;682;56;11;34;118
202409;00000776;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;TO;41;2;40;3;80;7;0;1;12
202409;00266031;CICAL ADM DE CONS LTDA                                      ;4;AP;0;1;0;0;0;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;BA;0;0;0;1;1;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;DF;0;0;3;0;2;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;GO;257;148;541;184;608;24;16;18;84
202409;00266031;CICAL ADM DE CONS LTDA                                      ;4;GO;252;215;139;292;402;7;16;25;20
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;MA;0;1;0;0;0;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;MG;2;0;5;0;1;0;0;0;1
202409;00266031;CICAL ADM DE CONS LTDA                                      ;4;MG;0;0;2;0;0;0;0;0;1
202409;00266031;CICAL ADM DE CONS LTDA                                      ;4;MS;0;0;0;1;0;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;MT;0;0;3;0;0;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;4;MT;1;0;0;0;2;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;PA;0;0;1;0;1;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;4;PA;0;1;0;0;0;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;SP;0;0;1;1;0;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;3;TO;1;0;1;0;4;0;0;0;0
202409;00266031;CICAL ADM DE CONS LTDA                                      ;4;TO;1;0;0;2;2;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;AC;0;1;1;0;0;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;BA;2;0;0;0;0;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;DF;307;197;250;133;110;8;18;7;3
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;GO;16;14;9;9;3;0;1;1;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;MA;0;0;0;1;0;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;MG;2;2;0;1;1;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;PI;1;0;0;0;0;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;RJ;4;0;0;0;0;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;SP;2;0;3;0;0;0;0;0;0
202409;00600262;FERRAZ ADM E CONS LTDA                                      ;3;TO;1;3;0;0;0;1;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AC;27;11;34;11;34;0;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AC;16;2;9;1;4;0;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AC;11;3;7;0;2;1;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AC;0;4;0;0;2;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AL;35;20;28;6;30;1;0;0;2
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AL;34;4;15;1;6;0;1;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AL;47;9;25;1;13;1;0;1;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AL;1;2;0;1;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AM;149;55;130;53;155;6;2;1;9
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AM;61;16;40;6;19;2;0;1;2
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AM;45;10;27;5;25;0;0;1;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AM;4;5;1;5;1;0;1;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AP;11;4;5;3;7;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AP;3;0;0;0;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AP;1;0;1;0;4;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;BA;105;63;133;44;82;5;2;0;8
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;BA;74;15;36;4;20;3;1;0;2
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;BA;44;11;27;7;27;2;1;1;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;BA;14;1;5;6;1;1;1;1;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;CE;99;49;76;24;54;2;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;CE;59;18;29;5;14;4;0;1;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;CE;31;8;22;3;11;0;0;2;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;CE;1;2;2;0;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;DF;2002;643;1146;219;489;46;19;3;68
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;DF;621;113;310;18;73;33;6;3;28
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;DF;681;154;284;20;78;24;17;3;29
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;DF;82;58;36;31;7;4;4;1;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;ES;28;7;19;5;13;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;ES;20;3;12;2;5;0;1;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;ES;11;1;9;1;4;1;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;ES;1;2;1;0;0;1;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;GO;129;81;100;28;72;3;3;1;5
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;GO;73;15;45;8;12;2;1;1;5
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;GO;62;19;59;3;13;1;3;0;3
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;GO;4;6;1;6;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MA;30;8;31;4;22;0;1;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MA;19;4;11;1;7;1;0;0;2
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MA;23;3;8;1;2;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MA;0;2;0;1;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MG;327;167;268;66;187;8;4;0;17
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MG;158;45;117;16;40;11;2;3;8
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MG;194;39;118;8;31;10;2;1;5
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MG;13;10;9;3;1;1;2;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MS;387;163;373;71;169;4;4;0;24
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MS;148;32;84;4;22;6;2;1;5
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MS;294;83;194;12;81;20;7;3;24
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MS;31;20;10;5;6;0;0;1;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MT;54;31;93;15;58;4;1;0;9
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MT;46;11;28;3;10;3;3;1;2
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MT;78;12;33;4;8;3;2;1;4
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MT;6;5;7;1;0;0;1;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PA;111;53;141;46;124;2;2;0;9
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PA;87;28;62;5;33;6;5;0;6
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PA;39;18;36;5;26;2;1;1;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PA;2;4;2;4;0;1;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PB;104;37;74;16;60;1;0;0;3
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PB;42;10;23;0;9;3;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PB;46;9;32;1;12;2;2;0;4
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PB;0;3;0;1;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PE;127;60;161;41;93;1;2;0;7
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PE;100;27;49;3;20;2;1;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PE;57;22;41;1;12;1;2;0;4
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PE;15;8;6;2;0;1;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PI;22;9;31;12;22;0;0;1;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PI;16;5;11;2;6;0;1;1;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PI;10;7;13;1;3;0;0;1;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PI;2;0;1;0;1;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PR;380;146;293;49;164;6;2;1;11
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PR;156;21;71;2;22;9;2;0;3
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PR;132;33;64;7;18;6;1;1;4
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PR;18;9;4;11;1;1;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RJ;1173;499;724;287;623;31;10;4;40
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RJ;339;120;256;28;111;16;11;4;23
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RJ;276;84;207;18;85;14;1;3;26
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RJ;32;33;14;10;2;0;2;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RN;114;41;113;27;76;0;1;0;8
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RN;64;13;35;4;14;3;1;1;2
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RN;60;18;25;2;13;5;3;1;2
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RN;6;2;0;0;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RO;36;16;56;12;52;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RO;21;7;21;4;10;0;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RO;23;5;14;2;9;5;1;1;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RO;3;0;1;0;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RR;32;16;48;13;24;0;2;0;7
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RR;11;5;12;1;4;1;2;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RR;16;4;11;0;4;1;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RR;5;2;0;0;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RS;1071;368;715;155;512;25;7;3;29
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RS;290;58;135;14;64;17;2;0;17
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RS;630;163;222;22;143;23;12;3;23
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RS;85;38;11;10;1;0;1;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SC;150;57;110;43;64;0;1;0;4
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SC;48;7;35;1;8;5;1;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SC;86;17;30;0;13;1;0;0;4
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SC;39;7;2;2;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SE;35;8;22;5;9;1;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SE;16;2;7;3;2;1;0;0;1
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SE;8;0;3;0;3;1;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SE;4;2;0;1;0;0;0;0;0
202409;00643742;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SP;684;332;505;122;331;12;6;0;25
