#Data_base;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_adesões_no_trimestre
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;ES;155
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;GO;313
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;GO;42
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;GO;3438
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;GO;708
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MA;50
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MA;5
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MA;327
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MA;66
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MG;754
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MG;86
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MG;6189
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MG;2107
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MS;50
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MS;5
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MS;227
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MS;51
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;MT;92
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;MT;10
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;MT;396
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;MT;81
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PA;108
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PA;15
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PA;457
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PA;227
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PB;24
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PB;3
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PB;134
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PB;93
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PE;198
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PE;25
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PE;672
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PE;142
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PI;7
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PI;2
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PI;85
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PI;15
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;PR;816
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;PR;127
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;PR;3722
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PR;903
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RJ;941
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RJ;120
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RJ;4624
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RJ;2485
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RN;42
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RN;3
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RN;229
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RN;63
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RO;31
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RO;3
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RO;88
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RO;85
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RR;26
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RR;4
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RR;78
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RR;35
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RS;377
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RS;27
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RS;1310
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RS;597
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SC;210
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SC;21
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SC;871
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SC;220
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SE;9
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SE;1
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SE;93
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SE;20
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SP;3478
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SP;303
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SP;12271
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SP;3634
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;TO;15
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;TO;4
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;TO;118
202303;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;TO;22
202303;CICAL ADM DE CONS LTDA                                      ;4;AP;0
202303;CICAL ADM DE CONS LTDA                                      ;3;BA;0
202303;CICAL ADM DE CONS LTDA                                      ;4;BA;0
202303;CICAL ADM DE CONS LTDA                                      ;3;DF;0
202303;CICAL ADM DE CONS LTDA                                      ;4;DF;0
202303;CICAL ADM DE CONS LTDA                                      ;3;GO;78
202303;CICAL ADM DE CONS LTDA                                      ;4;GO;66
202303;CICAL ADM DE CONS LTDA                                      ;3;MA;0
202303;CICAL ADM DE CONS LTDA                                      ;3;MG;0
202303;CICAL ADM DE CONS LTDA                                      ;4;MG;0
202303;CICAL ADM DE CONS LTDA                                      ;3;MS;0
202303;CICAL ADM DE CONS LTDA                                      ;4;MS;0
202303;CICAL ADM DE CONS LTDA                                      ;3;MT;0
202303;CICAL ADM DE CONS LTDA                                      ;4;MT;0
202303;CICAL ADM DE CONS LTDA                                      ;3;PA;0
202303;CICAL ADM DE CONS LTDA                                      ;4;PA;0
202303;CICAL ADM DE CONS LTDA                                      ;3;SP;0
202303;CICAL ADM DE CONS LTDA                                      ;3;TO;0
202303;CICAL ADM DE CONS LTDA                                      ;4;TO;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;AC;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;AP;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;BA;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;CE;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;DF;33
202303;FERRAZ ADM E CONS LTDA                                      ;3;ES;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;GO;2
202303;FERRAZ ADM E CONS LTDA                                      ;3;MA;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;MG;1
202303;FERRAZ ADM E CONS LTDA                                      ;3;PE;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;PI;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;RJ;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;SP;0
202303;FERRAZ ADM E CONS LTDA                                      ;3;TO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AC;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AC;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AC;3
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AC;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AL;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AL;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AL;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AL;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AM;3
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AM;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AM;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AM;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AP;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AP;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AP;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AP;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;BA;4
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;BA;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;BA;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;BA;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;CE;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;CE;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;CE;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;CE;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;DF;27
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;DF;19
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;DF;32
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;DF;6
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;ES;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;ES;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;ES;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;ES;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;GO;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;GO;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;GO;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;GO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MA;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MA;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MA;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MA;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MG;5
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MG;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MG;15
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MG;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MS;19
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MS;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MS;5
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MS;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MT;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MT;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MT;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MT;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PA;6
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PA;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PA;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PA;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PB;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PB;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PB;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PB;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PE;9
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PE;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PE;3
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PE;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PI;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PI;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PI;3
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PI;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PR;11
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PR;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PR;4
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PR;7
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RJ;31
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RJ;4
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RJ;16
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RJ;3
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RN;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RN;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RN;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RN;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RO;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RR;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RR;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RR;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RR;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RS;43
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RS;7
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RS;11
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RS;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SC;5
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SC;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SC;2
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SC;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SE;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SE;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SE;1
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SE;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SP;20
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SP;4
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SP;8
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SP;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;TO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;TO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;TO;0
202303;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;TO;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;AC;0
202303;DISBRAVE ADM CONS LTDA.                                     ;3;AC;1
202303;DISBRAVE ADM CONS LTDA.                                     ;4;AC;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;AL;1
202303;DISBRAVE ADM CONS LTDA.                                     ;3;AL;3
202303;DISBRAVE ADM CONS LTDA.                                     ;4;AL;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;AM;1
202303;DISBRAVE ADM CONS LTDA.                                     ;3;AM;0
202303;DISBRAVE ADM CONS LTDA.                                     ;4;AM;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;AP;0
202303;DISBRAVE ADM CONS LTDA.                                     ;3;AP;0
202303;DISBRAVE ADM CONS LTDA.                                     ;4;AP;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;BA;43
202303;DISBRAVE ADM CONS LTDA.                                     ;3;BA;148
202303;DISBRAVE ADM CONS LTDA.                                     ;4;BA;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;CE;20
202303;DISBRAVE ADM CONS LTDA.                                     ;3;CE;104
202303;DISBRAVE ADM CONS LTDA.                                     ;4;CE;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;DF;4
202303;DISBRAVE ADM CONS LTDA.                                     ;3;DF;24
202303;DISBRAVE ADM CONS LTDA.                                     ;4;DF;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;ES;5
202303;DISBRAVE ADM CONS LTDA.                                     ;3;ES;31
202303;DISBRAVE ADM CONS LTDA.                                     ;4;ES;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;GO;22
202303;DISBRAVE ADM CONS LTDA.                                     ;3;GO;84
202303;DISBRAVE ADM CONS LTDA.                                     ;4;GO;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;MA;6
202303;DISBRAVE ADM CONS LTDA.                                     ;3;MA;17
202303;DISBRAVE ADM CONS LTDA.                                     ;4;MA;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;MG;65
202303;DISBRAVE ADM CONS LTDA.                                     ;3;MG;114
202303;DISBRAVE ADM CONS LTDA.                                     ;4;MG;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;MS;7
202303;DISBRAVE ADM CONS LTDA.                                     ;3;MS;19
202303;DISBRAVE ADM CONS LTDA.                                     ;4;MS;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;MT;16
202303;DISBRAVE ADM CONS LTDA.                                     ;3;MT;63
202303;DISBRAVE ADM CONS LTDA.                                     ;4;MT;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;PA;26
202303;DISBRAVE ADM CONS LTDA.                                     ;3;PA;26
202303;DISBRAVE ADM CONS LTDA.                                     ;4;PA;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;PB;1
202303;DISBRAVE ADM CONS LTDA.                                     ;3;PB;19
202303;DISBRAVE ADM CONS LTDA.                                     ;4;PB;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;PE;14
202303;DISBRAVE ADM CONS LTDA.                                     ;3;PE;7
202303;DISBRAVE ADM CONS LTDA.                                     ;4;PE;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;PI;0
202303;DISBRAVE ADM CONS LTDA.                                     ;3;PI;4
202303;DISBRAVE ADM CONS LTDA.                                     ;4;PI;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;PR;153
202303;DISBRAVE ADM CONS LTDA.                                     ;3;PR;175
202303;DISBRAVE ADM CONS LTDA.                                     ;4;PR;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;RJ;52
202303;DISBRAVE ADM CONS LTDA.                                     ;3;RJ;42
202303;DISBRAVE ADM CONS LTDA.                                     ;4;RJ;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;RN;0
202303;DISBRAVE ADM CONS LTDA.                                     ;3;RN;2
202303;DISBRAVE ADM CONS LTDA.                                     ;4;RN;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;RO;1
202303;DISBRAVE ADM CONS LTDA.                                     ;3;RO;1
202303;DISBRAVE ADM CONS LTDA.                                     ;4;RO;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;RR;0
202303;DISBRAVE ADM CONS LTDA.                                     ;3;RR;1
202303;DISBRAVE ADM CONS LTDA.                                     ;4;RR;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;RS;43
202303;DISBRAVE ADM CONS LTDA.                                     ;3;RS;42
202303;DISBRAVE ADM CONS LTDA.                                     ;4;RS;0
202303;DISBRAVE ADM CONS LTDA.                                     ;6;RS;107
202303;DISBRAVE ADM CONS LTDA.                                     ;1;SC;100
202303;DISBRAVE ADM CONS LTDA.                                     ;3;SC;71
202303;DISBRAVE ADM CONS LTDA.                                     ;4;SC;0
202303;DISBRAVE ADM CONS LTDA.                                     ;5;SC;2
202303;DISBRAVE ADM CONS LTDA.                                     ;6;SC;213
202303;DISBRAVE ADM CONS LTDA.                                     ;1;SE;2
202303;DISBRAVE ADM CONS LTDA.                                     ;3;SE;2
202303;DISBRAVE ADM CONS LTDA.                                     ;4;SE;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;SP;119
202303;DISBRAVE ADM CONS LTDA.                                     ;3;SP;153
202303;DISBRAVE ADM CONS LTDA.                                     ;4;SP;0
202303;DISBRAVE ADM CONS LTDA.                                     ;1;TO;2
202303;DISBRAVE ADM CONS LTDA.                                     ;3;TO;48
202303;DISBRAVE ADM CONS LTDA.                                     ;4;TO;0
202303;BANCORBRÁS                                                  ;1;AC;0
202303;BANCORBRÁS                                                  ;1;AL;0
202303;BANCORBRÁS                                                  ;3;AL;1
202303;BANCORBRÁS                                                  ;6;AL;2
202303;BANCORBRÁS                                                  ;1;AM;2
202303;BANCORBRÁS                                                  ;3;AM;1
202303;BANCORBRÁS                                                  ;6;AM;1
202303;BANCORBRÁS                                                  ;1;AP;0
202303;BANCORBRÁS                                                  ;3;AP;0
202303;BANCORBRÁS                                                  ;1;BA;12
202303;BANCORBRÁS                                                  ;3;BA;10
202303;BANCORBRÁS                                                  ;6;BA;3
202303;BANCORBRÁS                                                  ;1;CE;3
202303;BANCORBRÁS                                                  ;3;CE;12
202303;BANCORBRÁS                                                  ;6;CE;13
202303;BANCORBRÁS                                                  ;1;DF;219
202303;BANCORBRÁS                                                  ;3;DF;197
202303;BANCORBRÁS                                                  ;6;DF;53
202303;BANCORBRÁS                                                  ;1;ES;2
202303;BANCORBRÁS                                                  ;3;ES;1
202303;BANCORBRÁS                                                  ;6;ES;0
202303;BANCORBRÁS                                                  ;1;GO;74
202303;BANCORBRÁS                                                  ;3;GO;114
202303;BANCORBRÁS                                                  ;6;GO;50
202303;BANCORBRÁS                                                  ;1;MA;6
202303;BANCORBRÁS                                                  ;3;MA;2
202303;BANCORBRÁS                                                  ;6;MA;3
202303;BANCORBRÁS                                                  ;1;MG;22
202303;BANCORBRÁS                                                  ;3;MG;20
202303;BANCORBRÁS                                                  ;6;MG;23
202303;BANCORBRÁS                                                  ;1;MS;1
202303;BANCORBRÁS                                                  ;3;MS;1
202303;BANCORBRÁS                                                  ;6;MS;1
202303;BANCORBRÁS                                                  ;1;MT;1
202303;BANCORBRÁS                                                  ;3;MT;7
202303;BANCORBRÁS                                                  ;6;MT;0
202303;BANCORBRÁS                                                  ;1;PA;10
202303;BANCORBRÁS                                                  ;3;PA;15
202303;BANCORBRÁS                                                  ;6;PA;0
202303;BANCORBRÁS                                                  ;1;PB;0
202303;BANCORBRÁS                                                  ;3;PB;7
202303;BANCORBRÁS                                                  ;6;PB;6
202303;BANCORBRÁS                                                  ;1;PE;2
202303;BANCORBRÁS                                                  ;3;PE;0
202303;BANCORBRÁS                                                  ;6;PE;2
202303;BANCORBRÁS                                                  ;1;PI;0
202303;BANCORBRÁS                                                  ;3;PI;0
202303;BANCORBRÁS                                                  ;6;PI;0
202303;BANCORBRÁS                                                  ;1;PR;7
202303;BANCORBRÁS                                                  ;3;PR;5
202303;BANCORBRÁS                                                  ;6;PR;3
202303;BANCORBRÁS                                                  ;1;RJ;31
202303;BANCORBRÁS                                                  ;3;RJ;9
202303;BANCORBRÁS                                                  ;6;RJ;3
202303;BANCORBRÁS                                                  ;1;RN;3
202303;BANCORBRÁS                                                  ;3;RN;2
202303;BANCORBRÁS                                                  ;6;RN;4
202303;BANCORBRÁS                                                  ;1;RO;0
202303;BANCORBRÁS                                                  ;3;RO;0
202303;BANCORBRÁS                                                  ;6;RO;0
202303;BANCORBRÁS                                                  ;1;RR;0
202303;BANCORBRÁS                                                  ;3;RR;0
202303;BANCORBRÁS                                                  ;1;RS;3
202303;BANCORBRÁS                                                  ;3;RS;0
202303;BANCORBRÁS                                                  ;6;RS;5
202303;BANCORBRÁS                                                  ;1;SC;15
202303;BANCORBRÁS                                                  ;3;SC;12
202303;BANCORBRÁS                                                  ;6;SC;3
