#Data_base;Nome_da_Administradora;Código_do_segmento;Unidade_da_Federação_do_consorciado;Quantidade_de_adesões_no_trimestre
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;PR;866
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RJ;1737
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RJ;23
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RJ;4164
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RJ;2514
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RN;35
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RN;0
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RN;171
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RN;21
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RO;34
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RO;0
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RO;83
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RO;22
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RR;7
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RR;1
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RR;28
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RR;3
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;RS;469
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;RS;5
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;RS;1124
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;RS;630
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SC;328
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SC;8
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SC;972
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SC;153
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SE;21
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SE;2
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SE;99
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SE;40
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;SP;4774
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;SP;89
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;SP;11234
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;SP;2384
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;1;TO;20
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;2;TO;3
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;3;TO;92
202403;ITAÚ ADM DE CONSÓRCIOS LTDA                                 ;4;TO;2
202403;CICAL ADM DE CONS LTDA                                      ;4;AP;0
202403;CICAL ADM DE CONS LTDA                                      ;3;BA;0
202403;CICAL ADM DE CONS LTDA                                      ;4;BA;0
202403;CICAL ADM DE CONS LTDA                                      ;3;DF;0
202403;CICAL ADM DE CONS LTDA                                      ;4;DF;0
202403;CICAL ADM DE CONS LTDA                                      ;3;GO;92
202403;CICAL ADM DE CONS LTDA                                      ;4;GO;25
202403;CICAL ADM DE CONS LTDA                                      ;3;MA;0
202403;CICAL ADM DE CONS LTDA                                      ;3;MG;0
202403;CICAL ADM DE CONS LTDA                                      ;4;MG;0
202403;CICAL ADM DE CONS LTDA                                      ;3;MS;0
202403;CICAL ADM DE CONS LTDA                                      ;4;MS;0
202403;CICAL ADM DE CONS LTDA                                      ;3;MT;1
202403;CICAL ADM DE CONS LTDA                                      ;4;MT;0
202403;CICAL ADM DE CONS LTDA                                      ;3;PA;0
202403;CICAL ADM DE CONS LTDA                                      ;4;PA;0
202403;CICAL ADM DE CONS LTDA                                      ;3;SP;0
202403;CICAL ADM DE CONS LTDA                                      ;3;TO;0
202403;CICAL ADM DE CONS LTDA                                      ;4;TO;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;AC;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;BA;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;DF;47
202403;FERRAZ ADM E CONS LTDA                                      ;3;ES;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;GO;1
202403;FERRAZ ADM E CONS LTDA                                      ;3;MA;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;MG;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;PI;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;RJ;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;SP;0
202403;FERRAZ ADM E CONS LTDA                                      ;3;TO;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AC;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AC;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AC;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AC;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AL;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AL;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AL;5
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AL;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AM;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AM;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AM;4
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;AM;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;AP;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;AP;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;AP;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;BA;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;BA;4
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;BA;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;BA;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;CE;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;CE;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;CE;3
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;CE;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;DF;36
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;DF;40
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;DF;48
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;DF;4
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;ES;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;ES;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;ES;3
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;ES;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;GO;3
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;GO;4
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;GO;9
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;GO;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MA;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MA;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MA;3
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MA;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MG;3
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MG;9
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MG;16
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MG;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MS;8
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MS;7
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MS;34
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MS;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;MT;4
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;MT;9
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;MT;8
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;MT;6
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PA;5
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PA;8
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PA;6
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PA;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PB;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PB;4
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PB;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PB;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PE;6
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PE;6
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PE;5
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PE;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PI;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PI;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PI;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PI;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;PR;3
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;PR;4
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;PR;6
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;PR;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RJ;20
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RJ;27
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RJ;25
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RJ;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RN;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RN;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RN;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RN;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RO;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RO;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RO;5
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RO;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RR;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RR;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RR;3
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RR;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;RS;8
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;RS;12
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;RS;31
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;RS;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SC;10
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SC;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SC;5
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SC;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SE;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SE;2
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SE;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SE;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;SP;1
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;SP;6
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;SP;10
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;SP;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;1;TO;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;3;TO;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;4;TO;0
202403;FUNDACAO HAB. DO EXERCITO-FHE                               ;6;TO;0
202403;BANCORBRÁS                                                  ;1;AC;0
202403;BANCORBRÁS                                                  ;3;AC;1
202403;BANCORBRÁS                                                  ;1;AL;0
202403;BANCORBRÁS                                                  ;3;AL;6
202403;BANCORBRÁS                                                  ;6;AL;0
202403;BANCORBRÁS                                                  ;1;AM;2
202403;BANCORBRÁS                                                  ;3;AM;6
202403;BANCORBRÁS                                                  ;6;AM;0
202403;BANCORBRÁS                                                  ;1;AP;0
202403;BANCORBRÁS                                                  ;3;AP;2
202403;BANCORBRÁS                                                  ;1;BA;15
202403;BANCORBRÁS                                                  ;3;BA;24
202403;BANCORBRÁS                                                  ;6;BA;4
202403;BANCORBRÁS                                                  ;1;CE;26
202403;BANCORBRÁS                                                  ;3;CE;104
202403;BANCORBRÁS                                                  ;6;CE;8
202403;BANCORBRÁS                                                  ;1;DF;289
202403;BANCORBRÁS                                                  ;3;DF;479
202403;BANCORBRÁS                                                  ;6;DF;22
202403;BANCORBRÁS                                                  ;1;ES;1
202403;BANCORBRÁS                                                  ;3;ES;3
202403;BANCORBRÁS                                                  ;6;ES;0
202403;BANCORBRÁS                                                  ;1;GO;96
202403;BANCORBRÁS                                                  ;3;GO;255
202403;BANCORBRÁS                                                  ;6;GO;10
202403;BANCORBRÁS                                                  ;1;MA;0
202403;BANCORBRÁS                                                  ;3;MA;10
202403;BANCORBRÁS                                                  ;6;MA;0
202403;BANCORBRÁS                                                  ;1;MG;104
202403;BANCORBRÁS                                                  ;3;MG;72
202403;BANCORBRÁS                                                  ;6;MG;7
202403;BANCORBRÁS                                                  ;1;MS;0
202403;BANCORBRÁS                                                  ;3;MS;6
202403;BANCORBRÁS                                                  ;6;MS;0
202403;BANCORBRÁS                                                  ;1;MT;9
202403;BANCORBRÁS                                                  ;3;MT;11
202403;BANCORBRÁS                                                  ;6;MT;3
202403;BANCORBRÁS                                                  ;1;PA;6
202403;BANCORBRÁS                                                  ;3;PA;3
202403;BANCORBRÁS                                                  ;6;PA;0
202403;BANCORBRÁS                                                  ;1;PB;3
202403;BANCORBRÁS                                                  ;3;PB;35
202403;BANCORBRÁS                                                  ;6;PB;0
202403;BANCORBRÁS                                                  ;1;PE;1
202403;BANCORBRÁS                                                  ;3;PE;10
202403;BANCORBRÁS                                                  ;6;PE;0
202403;BANCORBRÁS                                                  ;1;PI;1
202403;BANCORBRÁS                                                  ;3;PI;5
202403;BANCORBRÁS                                                  ;6;PI;1
202403;BANCORBRÁS                                                  ;1;PR;32
202403;BANCORBRÁS                                                  ;3;PR;14
202403;BANCORBRÁS                                                  ;6;PR;1
202403;BANCORBRÁS                                                  ;1;RJ;31
202403;BANCORBRÁS                                                  ;3;RJ;29
202403;BANCORBRÁS                                                  ;6;RJ;2
202403;BANCORBRÁS                                                  ;1;RN;1
202403;BANCORBRÁS                                                  ;3;RN;12
202403;BANCORBRÁS                                                  ;6;RN;1
202403;BANCORBRÁS                                                  ;1;RO;1
202403;BANCORBRÁS                                                  ;3;RO;0
202403;BANCORBRÁS                                                  ;6;RO;1
202403;BANCORBRÁS                                                  ;1;RR;0
202403;BANCORBRÁS                                                  ;3;RR;2
202403;BANCORBRÁS                                                  ;6;RR;0
202403;BANCORBRÁS                                                  ;1;RS;2
202403;BANCORBRÁS                                                  ;3;RS;21
202403;BANCORBRÁS                                                  ;6;RS;3
202403;BANCORBRÁS                                                  ;1;SC;11
202403;BANCORBRÁS                                                  ;3;SC;8
202403;BANCORBRÁS                                                  ;6;SC;3
202403;BANCORBRÁS                                                  ;1;SE;6
202403;BANCORBRÁS                                                  ;3;SE;6
202403;BANCORBRÁS                                                  ;6;SE;0
202403;BANCORBRÁS                                                  ;1;SP;45
202403;BANCORBRÁS                                                  ;3;SP;43
202403;BANCORBRÁS                                                  ;6;SP;5
202403;BANCORBRÁS                                                  ;1;TO;9
202403;BANCORBRÁS                                                  ;3;TO;13
202403;BANCORBRÁS                                                  ;6;TO;0
202403;IRMÃOS DE MARCO ADM CONS LTDA                               ;3;RS;0
202403;IRMÃOS DE MARCO ADM CONS LTDA                               ;3;SC;0
202403;IRMÃOS DE MARCO ADM CONS LTDA                               ;3;SP;0
202403;H. CONSÓRCIO                                                ;1;AL;0
202403;H. CONSÓRCIO                                                ;2;AM;0
202403;H. CONSÓRCIO                                                ;1;BA;0
202403;H. CONSÓRCIO                                                ;2;BA;0
202403;H. CONSÓRCIO                                                ;1;CE;0
202403;H. CONSÓRCIO                                                ;2;CE;0
202403;H. CONSÓRCIO                                                ;1;DF;0
202403;H. CONSÓRCIO                                                ;2;DF;0
202403;H. CONSÓRCIO                                                ;1;ES;0
202403;H. CONSÓRCIO                                                ;2;ES;0
202403;H. CONSÓRCIO                                                ;1;GO;0
202403;H. CONSÓRCIO                                                ;2;GO;0
202403;H. CONSÓRCIO                                                ;1;MA;0
202403;H. CONSÓRCIO                                                ;2;MA;0
202403;H. CONSÓRCIO                                                ;1;MG;0
202403;H. CONSÓRCIO                                                ;2;MG;0
202403;H. CONSÓRCIO                                                ;1;MS;0
202403;H. CONSÓRCIO                                                ;2;MS;0
202403;H. CONSÓRCIO                                                ;3;MS;0
202403;H. CONSÓRCIO                                                ;1;MT;0
202403;H. CONSÓRCIO                                                ;2;MT;0
202403;H. CONSÓRCIO                                                ;3;MT;0
202403;H. CONSÓRCIO                                                ;4;MT;0
202403;H. CONSÓRCIO                                                ;1;PA;0
202403;H. CONSÓRCIO                                                ;2;PA;0
202403;H. CONSÓRCIO                                                ;3;PA;0
202403;H. CONSÓRCIO                                                ;1;PB;0
202403;H. CONSÓRCIO                                                ;3;PB;0
202403;H. CONSÓRCIO                                                ;1;PE;0
202403;H. CONSÓRCIO                                                ;2;PE;0
202403;H. CONSÓRCIO                                                ;1;PR;0
202403;H. CONSÓRCIO                                                ;2;PR;0
202403;H. CONSÓRCIO                                                ;3;PR;0
202403;H. CONSÓRCIO                                                ;4;PR;0
202403;H. CONSÓRCIO                                                ;1;RJ;0
202403;H. CONSÓRCIO                                                ;2;RJ;0
202403;H. CONSÓRCIO                                                ;1;RN;0
202403;H. CONSÓRCIO                                                ;1;RO;0
202403;H. CONSÓRCIO                                                ;2;RO;0
202403;H. CONSÓRCIO                                                ;1;RS;0
202403;H. CONSÓRCIO                                                ;2;RS;0
202403;H. CONSÓRCIO                                                ;3;RS;0
202403;H. CONSÓRCIO                                                ;1;SC;0
202403;H. CONSÓRCIO                                                ;2;SC;0
202403;H. CONSÓRCIO                                                ;3;SC;0
202403;H. CONSÓRCIO                                                ;4;SC;0
202403;H. CONSÓRCIO                                                ;2;SE;0
202403;H. CONSÓRCIO                                                ;1;SP;0
202403;H. CONSÓRCIO                                                ;2;SP;0
202403;H. CONSÓRCIO                                                ;3;SP;0
202403;H. CONSÓRCIO                                                ;4;SP;0
202403;H. CONSÓRCIO                                                ;1;TO;0
202403;BRENNER ADM CONS LTDA                                       ;4;DF;0
202403;BRENNER ADM CONS LTDA                                       ;4;MS;0
202403;BRENNER ADM CONS LTDA                                       ;4;PA;0
202403;BRENNER ADM CONS LTDA                                       ;4;RS;200
202403;BRENNER ADM CONS LTDA                                       ;4;SC;0
202403;BRENNER ADM CONS LTDA                                       ;4;SP;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;AL;1
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;BA;10
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;3;BA;1
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;CE;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;3;CE;4
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;DF;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;ES;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;GO;2
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;3;GO;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;MG;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;3;MG;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;MS;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;MT;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;PB;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;PE;3
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;PR;9
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;3;PR;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;RJ;3
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;RS;1
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;SC;4
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;3;SC;0
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;SE;5
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;SP;108
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;3;SP;2
202403;ÁPICE ADM DE CONSORCIO LTDA                                 ;2;TO;0
202403;ADM CONS BECKER LTDA                                        ;1;BA;0
202403;ADM CONS BECKER LTDA                                        ;6;BA;0
